FactTable
1, B, X, p1, b, 40, -33, 1800, 24
7175, B, X, lri, a, 12, 88, 1400, 72
7176, B, X, p1, a, 23, 66, 600, 64
7177, A, Y, psi, a, 50, 66, 700, 12
7178, A, Y, psi, a, 14, 44, 1300, 40
7179, C, Y, psi, a, 41, 0, 1900, 50
7180, C, Y, p3, w, 16, 11, 1900, 112
7181, B, Y, p2, b, 37, -55, 1500, 54
7182, C, Y, p2, b, 22, -11, 300, 68
7183, A, Y, lri, w, 28, -22, 400, 85
7184, C, X, p2, l, 11, 99, 600, 128
7185, B, X, p1, a, 45, 77, 1100, 11
7186, A, Y, p1, w, 32, -55, 1900, 120
7187, B, X, lri, a, 5, 66, 300, 44
7188, B, Y, lri, w, 10, -11, 1700, 144
7189, B, X, p2, a, 32, -44, 100, 72
7190, B, Y, p2, l, 16, 110, 1200, 42
7191, C, Y, p2, w, 10, 77, 200, 36
7192, B, X, lri, l, 22, 77, 1500, 18
7193, C, Y, p3, l, 2, 33, 1600, 96
7194, B, Y, lri, l, 44, 77, 900, 78
7195, C, Y, p3, b, 26, 33, 2000, 105
7196, B, Y, lri, b, 17, 33, 1900, 96
7197, A, X, p3, b, 8, -22, 1200, 90
7198, C, X, p3, b, 16, 99, 100, 108
7199, B, Y, p1, b, 46, -44, 600, 18
7200, A, Y, p1, a, 43, -22, 600, 42
7201, C, X, psi, w, 6, -22, 1900, 14
7202, C, Y, p2, l, 10, 11, 500, 26
7203, B, X, p2, b, 6, 55, 1800, 10
7204, C, X, p3, w, 12, -33, 1000, 38
7205, B, X, psi, l, 41, 44, 1700, 64
7206, B, X, p3, a, 41, 66, 1600, 24
7207, B, X, psi, w, 49, 66, 700, 144
7208, B, X, psi, w, 48, 44, 1300, 54
7209, C, X, p1, a, 16, 66, 300, 18
7210, A, X, p3, b, 31, -33, 500, 90
7211, C, Y, psi, a, 24, -44, 1300, 56
7212, C, Y, p1, a, 18, 44, 600, 70
7213, B, X, p3, l, 17, -11, 1400, 133
7214, B, X, p2, a, 21, -55, 1900, 160
7215, A, X, p1, l, 36, -33, 1600, 10
7216, C, X, lri, l, 20, 66, 1000, 63
7217, C, X, p3, b, 11, 99, 700, 24
7218, A, Y, p3, b, 27, -22, 1000, 45
7219, C, X, p1, a, 11, 0, 100, 39
7220, A, Y, p2, a, 41, -55, 1900, 65
7221, B, X, lri, l, 33, 11, 1100, 54
7222, B, Y, psi, l, 27, -33, 2000, 17
7223, C, X, p2, b, 18, -33, 1700, 135
7224, B, Y, p2, a, 32, -11, 1200, 6
7225, B, Y, psi, a, 30, 11, 1300, 56
7226, C, Y, p3, b, 14, 77, 1300, 114
7227, A, Y, p1, b, 47, 11, 300, 140
7228, B, X, lri, l, 11, 22, 1400, 108
7229, A, X, psi, b, 49, 0, 900, 153
7230, A, Y, psi, b, 19, -11, 700, 18
7231, B, Y, p1, a, 4, 88, 2000, 80
7232, C, Y, lri, b, 24, 33, 1600, 7
7233, B, Y, p2, b, 49, -55, 1700, 12
7234, A, X, p1, l, 33, 88, 1900, 40
7235, C, X, p2, a, 31, -11, 1900, 16
7236, B, Y, psi, a, 22, 66, 1900, 120
7237, A, Y, psi, a, 25, 88, 900, 126
7238, C, X, p1, b, 12, -33, 1200, 7
7239, B, Y, p2, b, 15, 99, 1800, 30
7240, A, X, p1, w, 48, 0, 1100, 8
7241, B, Y, lri, a, 16, 110, 200, 40
7242, B, Y, p3, a, 41, 66, 100, 16
7243, A, X, psi, a, 37, 11, 1500, 117
7244, C, X, p2, l, 7, 99, 1200, 90
7245, C, Y, p2, b, 2, 22, 1000, 110
7246, B, X, lri, a, 39, -22, 1000, 12
7247, B, Y, p1, b, 2, 66, 400, 51
7248, A, Y, p1, l, 14, 77, 1800, 24
7249, C, X, lri, a, 39, 44, 1100, 78
7250, B, X, p2, b, 29, -22, 1300, 16
7251, B, Y, p1, b, 11, -55, 500, 130
7252, C, X, psi, b, 6, 77, 1300, 150
7253, B, X, p1, a, 31, -22, 600, 153
7254, C, X, psi, w, 9, -22, 1700, 55
7255, B, Y, p3, w, 8, -33, 1500, 42
7256, C, X, lri, l, 38, 33, 2000, 57
7257, C, Y, p3, a, 24, 77, 1800, 99
7258, A, X, p2, w, 47, -55, 400, 126
7259, C, Y, p2, b, 1, 88, 700, 32
7260, B, X, p3, a, 30, 110, 1800, 100
7261, B, Y, p3, b, 36, 11, 1800, 14
7262, B, X, lri, a, 50, 0, 1600, 18
7263, B, Y, p1, w, 6, 77, 500, 63
7264, A, Y, psi, w, 30, -55, 1300, 80
7265, B, X, p2, a, 14, 33, 600, 96
7266, C, Y, p3, l, 29, -33, 200, 45
7267, A, X, lri, a, 29, 77, 2000, 110
7268, C, X, p2, w, 6, 88, 300, 33
7269, B, X, psi, w, 39, 44, 400, 32
7270, B, X, psi, b, 43, 44, 2000, 70
7271, B, Y, p3, a, 48, 99, 1800, 12
7272, A, Y, psi, a, 9, 55, 1100, 9
7273, B, Y, p3, b, 44, -11, 1600, 42
7274, A, Y, p2, w, 43, -55, 900, 160
7275, B, X, p3, b, 18, 110, 500, 66
7276, C, Y, p1, a, 13, 22, 400, 44
7277, B, Y, psi, w, 49, 88, 1600, 28
7278, B, Y, lri, a, 22, 66, 900, 140
7279, A, Y, p1, a, 17, -44, 700, 60
7280, C, Y, p3, w, 12, -44, 1500, 19
7281, C, Y, p3, b, 13, 44, 1300, 6
7282, A, X, psi, l, 18, 77, 1200, 21
7283, C, X, psi, w, 38, 99, 1300, 14
7284, A, Y, p3, w, 16, -55, 1800, 9
7285, A, Y, lri, b, 33, 11, 800, 144
7286, B, X, p1, w, 50, 110, 1800, 48
7287, A, X, p3, a, 45, -44, 700, 77
7288, A, X, p1, l, 15, -22, 1400, 90
7289, B, Y, p3, a, 36, 66, 1700, 42
7290, B, X, p2, a, 33, 44, 200, 26
7291, A, X, p3, w, 6, 99, 2000, 51
7292, A, Y, p1, w, 24, 22, 1700, 81
7293, B, Y, psi, w, 29, 33, 400, 180
7294, A, X, p1, a, 36, 66, 1500, 88
7295, B, X, p2, b, 15, 110, 1400, 14
7296, C, X, p2, w, 37, 11, 1400, 90
7297, C, Y, p3, b, 36, 22, 2000, 80
7298, C, Y, lri, l, 24, 22, 1000, 16
7299, A, X, p1, a, 13, 110, 1500, 48
7300, C, Y, p3, w, 9, -55, 400, 48
7301, B, X, p2, a, 4, 22, 1900, 45
7302, C, Y, lri, l, 26, 11, 1400, 51
7303, C, X, lri, l, 31, 0, 1900, 26
7304, B, X, p1, b, 37, 11, 1400, 78
7305, C, X, p2, l, 18, 110, 800, 30
7306, B, Y, p1, a, 33, 99, 1200, 14
7307, C, X, p2, b, 48, 22, 1100, 38
7308, C, X, p3, a, 3, -11, 1800, 170
7309, A, Y, p3, l, 48, -44, 1100, 75
7310, C, Y, p3, l, 10, 99, 1600, 14
7311, A, Y, lri, l, 5, 99, 700, 36
7312, B, X, lri, a, 24, 110, 700, 54
7313, A, X, p2, w, 27, 66, 600, 64
7314, A, Y, p3, a, 27, 22, 700, 40
7315, C, X, psi, b, 45, 33, 1800, 15
7316, C, Y, p3, l, 40, -22, 2000, 90
7317, A, X, psi, b, 20, 55, 1700, 30
7318, C, X, p3, a, 41, 77, 1700, 128
7319, A, X, p1, a, 38, -33, 1800, 49
7320, B, X, p2, w, 42, 110, 1300, 72
7321, A, X, p1, l, 26, 0, 2000, 150
7322, A, Y, psi, a, 36, -22, 1800, 20
7323, B, X, p3, w, 11, 33, 700, 42
7324, B, X, p3, a, 21, -44, 1700, 77
7325, C, Y, p2, l, 46, -11, 1900, 60
7326, A, X, p1, l, 42, 22, 600, 104
7327, B, Y, p1, b, 49, 66, 900, 126
7328, C, Y, p1, b, 12, 44, 300, 88
7329, A, X, p3, l, 3, 0, 1800, 78
7330, C, Y, p2, l, 16, 88, 1400, 30
7331, B, Y, psi, a, 30, 88, 1700, 36
7332, C, X, lri, l, 8, 44, 2000, 90
7333, B, Y, p1, l, 23, 0, 1400, 16
7334, C, Y, p1, w, 7, 77, 700, 17
7335, C, Y, p1, l, 43, -11, 1400, 133
7336, C, X, p3, b, 26, 77, 200, 170
7337, B, Y, p1, w, 13, 66, 1100, 114
7338, C, Y, lri, b, 43, -33, 700, 80
7339, C, X, p1, a, 26, 110, 1500, 14
7340, C, Y, psi, b, 39, 0, 1100, 24
7341, C, Y, psi, a, 29, 0, 300, 180
7342, A, Y, p1, b, 9, 99, 1700, 36
7343, C, X, lri, a, 37, 11, 500, 11
7344, C, Y, lri, b, 13, -44, 300, 56
7345, A, Y, p3, l, 31, -22, 400, 20
7346, A, X, p2, a, 38, 44, 1700, 70
7347, A, Y, lri, l, 2, -55, 400, 144
7348, C, Y, lri, w, 15, 99, 200, 24
7349, C, Y, lri, w, 19, 44, 1800, 24
7350, B, Y, psi, l, 28, -33, 300, 39
7351, C, X, lri, b, 3, 55, 300, 36
7352, B, Y, lri, a, 14, 33, 400, 35
7353, A, Y, p2, b, 30, -44, 1700, 162
7354, C, X, lri, l, 19, 88, 400, 76
7355, A, Y, lri, b, 46, -22, 100, 66
7356, A, X, lri, w, 33, 11, 200, 66
7357, B, Y, p1, a, 16, -11, 200, 180
7358, C, X, p1, a, 4, 33, 700, 16
7359, B, X, p2, a, 31, -44, 400, 90
7360, A, X, p1, l, 17, 11, 1900, 10
7361, A, X, p3, b, 15, 44, 2000, 68
7362, B, X, lri, l, 1, 77, 1600, 98
7363, C, X, psi, a, 21, -33, 2000, 84
7364, B, X, p3, b, 24, -44, 100, 12
7365, C, X, p3, b, 16, 77, 1900, 32
7366, C, Y, p3, a, 47, -33, 300, 34
7367, C, Y, p1, l, 46, 33, 1500, 72
7368, A, Y, p3, l, 47, 11, 100, 14
7369, B, X, p3, l, 11, -22, 700, 38
7370, B, X, p2, w, 38, -11, 400, 162
7371, B, X, lri, b, 39, 88, 800, 33
7372, A, Y, lri, a, 22, 99, 1200, 75
7373, A, X, lri, b, 21, 33, 1700, 78
7374, A, Y, psi, w, 45, 88, 300, 80
7375, A, X, p1, w, 25, 44, 600, 32
7376, A, Y, lri, w, 23, 33, 700, 51
7377, C, X, p1, w, 45, 110, 1600, 180
7378, C, X, p1, a, 15, 0, 600, 66
7379, A, Y, p2, a, 35, 110, 1300, 140
7380, B, Y, p2, w, 37, 88, 1100, 33
7381, C, X, p2, a, 45, 88, 600, 48
7382, A, Y, lri, w, 2, 55, 1600, 10
7383, B, Y, lri, l, 29, 11, 1100, 8
7384, B, X, p2, w, 17, 33, 1300, 56
7385, C, X, p1, l, 3, 77, 100, 56
7386, B, X, p1, a, 23, -55, 1200, 88
7387, A, Y, p2, l, 16, -22, 500, 18
7388, A, X, p3, a, 17, 22, 1000, 40
7389, B, Y, lri, a, 14, 22, 900, 60
7390, A, X, lri, w, 28, 66, 800, 65
7391, C, Y, p2, a, 42, 66, 800, 135
7392, B, X, psi, a, 42, -22, 1100, 19
7393, A, X, psi, w, 46, 99, 1500, 140
7394, A, Y, p1, w, 5, 77, 1500, 140
7395, C, X, lri, a, 35, -33, 800, 64
7396, A, X, p2, l, 32, 11, 700, 96
7397, B, Y, p2, a, 18, 88, 100, 152
7398, B, Y, p2, a, 16, -33, 400, 140
7399, C, X, p3, b, 29, -22, 100, 64
7400, B, X, psi, a, 13, -44, 2000, 36
7401, B, X, p2, a, 35, -55, 1700, 105
7402, B, X, psi, b, 14, 110, 1400, 140
7403, A, Y, lri, b, 43, 0, 2000, 126
7404, A, X, p1, l, 15, 0, 700, 105
7405, C, Y, p3, w, 34, 77, 1700, 120
7406, B, Y, lri, l, 47, 88, 900, 48
7407, C, Y, lri, w, 18, 110, 600, 36
7408, B, Y, p1, a, 36, -22, 1800, 14
7409, A, Y, p2, b, 25, -11, 1000, 152
7410, B, Y, p3, a, 25, 11, 1700, 36
7411, A, Y, lri, w, 40, 22, 700, 88
7412, B, X, lri, a, 21, 99, 400, 72
7413, C, X, p2, w, 25, 77, 2000, 24
7414, A, Y, p1, w, 47, 22, 1300, 63
7415, C, Y, psi, b, 24, 22, 100, 52
7416, A, Y, lri, a, 18, 33, 1500, 135
7417, C, X, p1, w, 2, 110, 1800, 50
7418, C, Y, p2, l, 48, 33, 500, 33
7419, A, Y, psi, w, 13, 77, 2000, 64
7420, C, X, p2, b, 44, 66, 1800, 57
7421, A, Y, p3, a, 15, 55, 200, 16
7422, A, Y, p1, a, 6, -33, 1100, 63
7423, B, Y, p2, l, 40, -55, 600, 99
7424, A, Y, p3, b, 5, 11, 300, 12
7425, B, Y, lri, b, 2, -44, 300, 52
7426, B, X, p2, w, 8, 0, 600, 16
7427, C, X, psi, a, 3, 99, 1000, 84
7428, C, X, p1, w, 37, -44, 1600, 65
7429, B, Y, p2, l, 22, 77, 1300, 55
7430, A, Y, p3, a, 15, -55, 1400, 36
7431, B, X, p3, b, 29, 11, 200, 22
7432, A, X, psi, w, 16, 88, 1700, 72
7433, B, X, psi, b, 50, 0, 900, 90
7434, B, X, p3, b, 3, 55, 1700, 16
7435, C, X, psi, w, 37, 77, 700, 80
7436, B, X, p3, b, 45, -55, 1100, 11
7437, B, Y, p2, b, 27, -55, 1000, 72
7438, C, X, lri, w, 16, 55, 1200, 13
7439, A, Y, p2, b, 34, 77, 1600, 160
7440, A, X, p1, b, 14, 55, 100, 140
7441, A, X, p2, w, 8, 11, 1200, 119
7442, B, Y, p1, a, 15, -22, 1000, 48
7443, B, Y, p2, b, 17, -22, 300, 20
7444, B, X, psi, a, 50, 44, 700, 150
7445, B, Y, lri, l, 28, -55, 1600, 39
7446, C, X, lri, a, 22, 66, 1100, 110
7447, B, X, p2, a, 43, 11, 400, 28
7448, C, X, psi, l, 5, 44, 1900, 84
7449, B, Y, psi, a, 48, -55, 1400, 180
7450, A, Y, psi, b, 27, 110, 300, 133
7451, C, X, psi, a, 20, 110, 300, 21
7452, A, X, p3, b, 25, 33, 1100, 98
7453, A, X, p2, l, 6, -55, 1300, 44
7454, B, Y, psi, w, 19, 55, 500, 54
7455, A, X, p2, b, 3, 77, 1300, 84
7456, B, X, p1, w, 14, 11, 500, 36
7457, A, X, psi, l, 40, 33, 900, 120
7458, B, Y, psi, a, 8, -33, 900, 60
7459, C, X, lri, l, 21, 33, 1500, 26
7460, B, Y, p2, b, 47, 33, 600, 150
7461, A, Y, p3, a, 20, -44, 400, 24
7462, B, Y, p2, a, 35, 33, 200, 57
7463, C, Y, p3, a, 29, -44, 100, 13
7464, C, X, psi, a, 24, -44, 1700, 8
7465, C, X, psi, a, 37, -55, 500, 55
7466, B, X, p3, l, 23, 33, 600, 32
7467, C, X, psi, w, 2, -22, 300, 13
7468, C, X, psi, l, 7, 77, 100, 133
7469, B, X, lri, a, 29, -55, 1600, 48
7470, C, Y, psi, a, 9, 33, 900, 136
7471, A, Y, p1, b, 22, -33, 100, 50
7472, C, Y, p3, a, 14, 44, 100, 39
7473, A, X, lri, a, 31, -22, 300, 105
7474, C, Y, p3, b, 12, 22, 200, 8
7475, C, X, p2, a, 49, 33, 1400, 144
7476, B, X, p3, a, 31, -55, 1600, 144
7477, C, Y, lri, l, 17, -33, 1800, 30
7478, C, Y, p2, l, 37, 88, 1600, 27
7479, A, Y, p3, w, 50, 110, 1200, 63
7480, C, X, p2, w, 44, 0, 1300, 84
7481, B, X, psi, b, 39, -55, 1100, 48
7482, B, X, p3, b, 12, 44, 1900, 162
7483, C, X, psi, b, 16, 11, 1800, 7
7484, B, Y, lri, a, 10, 33, 300, 190
7485, B, X, p3, b, 3, 66, 200, 152
7486, A, Y, p2, w, 11, 33, 1000, 88
7487, B, Y, p2, a, 26, 11, 700, 60
7488, B, Y, p2, w, 34, 66, 1600, 90
7489, B, X, p1, l, 33, 66, 700, 81
7490, A, Y, psi, l, 1, 110, 800, 22
7491, A, X, p1, w, 42, 99, 1300, 39
7492, C, Y, p3, w, 50, 55, 500, 36
7493, B, Y, p1, b, 14, -22, 1700, 99
7494, B, X, p1, a, 15, 22, 300, 90
7495, C, X, lri, a, 21, 11, 500, 20
7496, C, Y, psi, l, 3, 88, 1400, 91
7497, A, Y, p1, a, 14, 66, 1500, 36
7498, A, X, lri, l, 37, 44, 1100, 136
7499, A, Y, psi, l, 39, -11, 300, 13
7500, B, Y, p3, l, 26, 88, 200, 144
7501, A, X, p1, w, 30, 77, 2000, 19
7502, B, X, lri, w, 22, 33, 2000, 60
7503, B, Y, lri, b, 49, 110, 900, 112
7504, A, X, p1, l, 6, 33, 1900, 11
7505, B, Y, psi, b, 8, 33, 800, 49
7506, A, Y, p1, l, 23, 66, 500, 49
7507, A, X, lri, a, 23, 44, 700, 72
7508, C, Y, p2, b, 50, -33, 200, 48
7509, A, Y, psi, w, 44, -33, 900, 77
7510, C, Y, p1, b, 39, 77, 700, 16
7511, C, X, psi, w, 20, -11, 1900, 60
7512, B, X, p1, a, 11, 33, 1000, 18
7513, A, Y, lri, a, 50, 55, 1900, 48
7514, A, Y, p1, a, 50, 44, 600, 120
7515, C, X, p3, a, 28, 22, 2000, 36
7516, A, X, p2, l, 50, -44, 1200, 90
7517, C, X, lri, w, 50, 77, 500, 18
7518, B, X, p2, b, 16, 44, 100, 60
7519, B, X, psi, b, 12, -44, 1400, 14
7520, C, Y, p3, a, 14, 22, 300, 135
7521, A, X, p2, a, 49, 0, 1300, 38
7522, A, Y, psi, l, 25, -22, 1100, 80
7523, B, X, p3, w, 35, -55, 800, 170
7524, A, Y, psi, b, 6, -11, 1700, 85
7525, C, Y, p1, l, 8, -11, 1400, 76
7526, B, Y, lri, a, 24, 33, 1000, 63
7527, B, Y, lri, l, 46, 99, 100, 12
7528, A, Y, lri, w, 17, 0, 1100, 15
7529, A, Y, p1, l, 45, 77, 800, 42
7530, B, X, psi, l, 29, -11, 1500, 16
7531, C, X, p3, l, 29, -33, 800, 60
7532, A, Y, lri, a, 27, 66, 1900, 70
7533, C, Y, p1, b, 50, -44, 1000, 112
7534, A, X, p1, b, 46, -55, 1300, 104
7535, C, X, p2, l, 39, 77, 1200, 160
7536, C, X, lri, b, 28, -22, 800, 39
7537, B, Y, lri, b, 27, 88, 1900, 18
7538, C, Y, p2, b, 20, -44, 1000, 160
7539, B, Y, p2, a, 43, 0, 200, 36
7540, B, X, psi, l, 28, 0, 1500, 14
7541, B, X, p3, b, 20, -11, 500, 133
7542, C, X, p1, w, 32, 66, 500, 54
7543, A, Y, p1, l, 34, -33, 1100, 28
7544, A, Y, p3, b, 15, -55, 1100, 51
7545, B, Y, lri, l, 34, 0, 700, 128
7546, A, Y, lri, a, 6, 88, 200, 42
7547, A, X, lri, a, 3, 66, 1700, 19
7548, C, X, p1, a, 13, 77, 1300, 190
7549, B, Y, p2, b, 36, 33, 1200, 15
7550, A, Y, p3, l, 36, 22, 900, 50
7551, A, Y, p2, l, 4, 11, 1600, 42
7552, C, Y, p3, a, 11, 88, 800, 54
7553, A, Y, psi, l, 2, -22, 400, 108
7554, A, X, p1, l, 12, 88, 1100, 70
7555, B, Y, psi, b, 35, -55, 700, 60
7556, A, X, p2, a, 32, 0, 900, 7
7557, A, Y, p1, b, 49, -22, 300, 45
7558, B, X, psi, b, 4, 88, 400, 85
7559, A, X, p1, l, 44, -33, 1500, 11
7560, A, Y, p3, l, 50, 0, 800, 133
7561, C, Y, p2, w, 10, 55, 1000, 42
7562, A, Y, p1, l, 31, 22, 1800, 84
7563, A, Y, p3, b, 25, -55, 1800, 12
7564, C, X, p3, w, 20, 22, 200, 12
7565, A, Y, p1, a, 39, 11, 2000, 17
7566, C, Y, lri, a, 43, 11, 900, 44
7567, A, X, lri, w, 15, 88, 200, 170
7568, C, X, p1, w, 30, -33, 1600, 42
7569, A, X, p3, w, 26, 33, 1300, 36
7570, B, Y, lri, a, 49, 22, 100, 48
7571, A, Y, lri, b, 42, 110, 1600, 20
7572, B, X, lri, w, 36, 22, 800, 52
7573, B, X, lri, a, 44, -11, 2000, 56
7574, A, X, lri, b, 1, -33, 900, 88
7575, A, X, p3, b, 43, 22, 300, 12
7576, A, X, psi, w, 6, 77, 1300, 18
7577, A, Y, psi, a, 23, 33, 600, 60
7578, A, Y, p1, l, 5, 77, 900, 30
7579, B, X, p1, w, 23, 33, 1000, 42
7580, A, Y, lri, b, 20, -22, 1800, 90
7581, C, Y, lri, w, 46, 33, 2000, 105
7582, C, X, p2, a, 27, -11, 1300, 80
7583, B, X, p2, w, 40, 11, 1000, 9
7584, A, Y, p2, a, 6, 88, 900, 36
7585, B, X, lri, l, 33, 77, 400, 60
7586, B, Y, lri, l, 13, -55, 700, 50
7587, C, X, lri, a, 48, 11, 700, 90
7588, A, Y, p1, w, 15, 22, 300, 117
7589, C, X, psi, b, 31, 55, 1800, 20
7590, B, X, psi, b, 33, -33, 1000, 6
7591, A, Y, p3, w, 21, -11, 100, 84
7592, C, Y, psi, w, 42, 44, 300, 114
7593, C, Y, p2, w, 7, -55, 1600, 60
7594, B, X, p2, l, 36, -55, 1200, 105
7595, C, Y, lri, l, 19, -33, 2000, 102
7596, B, X, p1, l, 24, -11, 1800, 40
7597, C, X, p1, a, 35, 99, 300, 7
7598, B, Y, p3, l, 26, 110, 1000, 48
7599, A, Y, psi, b, 26, 110, 900, 90
7600, C, Y, p2, a, 31, -33, 300, 15
7601, A, Y, psi, a, 39, 11, 900, 105
7602, B, Y, lri, b, 21, -55, 200, 52
7603, B, Y, p1, b, 38, 22, 700, 48
7604, C, Y, p3, l, 43, 55, 1300, 63
7605, C, X, p1, w, 34, 22, 500, 24
7606, B, Y, p3, a, 26, 99, 200, 170
7607, A, X, p2, b, 19, -33, 1500, 54
7608, B, X, p3, b, 19, 88, 500, 95
7609, A, X, p1, l, 43, -44, 300, 160
7610, B, Y, p3, b, 20, -55, 1800, 128
7611, A, X, p2, b, 26, 33, 200, 33
7612, C, Y, lri, w, 12, 77, 1800, 45
7613, C, X, p2, w, 28, 0, 900, 90
7614, B, X, p2, l, 40, 110, 200, 40
7615, A, X, p1, b, 32, -33, 1700, 128
7616, C, X, p1, b, 27, -55, 900, 42
7617, B, Y, p3, l, 38, 44, 500, 130
7618, C, Y, p3, w, 46, 110, 600, 54
7619, A, X, p1, l, 35, 22, 400, 76
7620, C, Y, psi, b, 31, 22, 1300, 63
7621, B, Y, p3, l, 43, -22, 300, 56
7622, C, Y, p1, l, 41, 11, 100, 84
7623, A, Y, p2, w, 19, 110, 800, 84
7624, B, X, psi, l, 44, 66, 400, 99
7625, C, Y, lri, w, 8, 55, 400, 170
7626, B, X, p1, a, 39, 33, 300, 133
7627, B, X, psi, b, 3, 77, 400, 144
7628, C, Y, p1, w, 40, 11, 400, 52
7629, A, Y, p3, b, 43, 66, 1100, 26
7630, C, Y, lri, b, 13, -22, 100, 30
7631, B, X, lri, b, 3, 77, 1800, 36
7632, B, Y, p2, a, 6, 110, 1100, 16
7633, C, X, psi, b, 8, 22, 1800, 56
7634, B, Y, psi, w, 10, 88, 900, 72
7635, C, Y, lri, w, 21, -22, 200, 162
7636, A, Y, p3, w, 13, -44, 1300, 63
7637, A, X, p3, w, 43, -11, 600, 36
7638, C, X, p2, l, 27, 66, 1600, 96
7639, C, X, psi, b, 5, 22, 700, 76
7640, B, Y, p2, a, 9, 44, 2000, 88
7641, A, X, p1, b, 21, 99, 1100, 30
7642, A, Y, psi, b, 40, -55, 600, 11
7643, A, X, p2, w, 16, 22, 100, 56
7644, C, X, p3, l, 8, 0, 1500, 90
7645, B, X, psi, b, 9, 88, 1300, 108
7646, C, Y, lri, a, 24, 33, 1600, 30
7647, C, Y, p1, a, 13, -55, 500, 24
7648, C, Y, p3, b, 21, 110, 100, 81
7649, C, X, p1, w, 27, -22, 800, 85
7650, A, X, psi, w, 21, 66, 2000, 162
7651, B, Y, psi, a, 8, 55, 700, 30
7652, C, Y, psi, w, 16, 99, 1800, 117
7653, A, Y, psi, w, 7, 0, 2000, 140
7654, A, Y, p2, a, 22, 22, 300, 10
7655, C, X, lri, b, 35, 55, 1900, 30
7656, B, X, p1, a, 30, 11, 100, 21
7657, B, Y, lri, w, 36, 22, 400, 26
7658, C, X, lri, b, 36, -11, 300, 48
7659, A, X, lri, b, 31, 44, 200, 160
7660, C, Y, p1, b, 43, -55, 1500, 108
7661, B, Y, p1, a, 11, -33, 600, 60
7662, A, X, p3, w, 41, -55, 500, 54
7663, A, X, p1, l, 34, 44, 700, 91
7664, B, Y, lri, w, 37, 99, 900, 48
7665, C, X, p3, w, 30, 99, 700, 120
7666, B, X, p3, b, 41, 0, 500, 85
7667, C, X, psi, l, 14, 88, 2000, 108
7668, B, X, p3, l, 17, 11, 200, 105
7669, A, X, p3, a, 27, 44, 1800, 36
7670, C, X, p3, b, 43, -55, 1600, 36
7671, B, Y, p1, b, 44, -22, 1200, 152
7672, B, Y, p2, a, 23, -11, 2000, 126
7673, A, Y, p2, l, 5, 11, 600, 18
7674, C, Y, lri, w, 37, 33, 1400, 63
7675, B, Y, lri, b, 48, 0, 700, 54
7676, C, Y, p1, a, 27, 99, 200, 22
7677, A, X, p2, l, 35, 44, 800, 99
7678, A, Y, p1, l, 48, -22, 300, 144
7679, C, Y, psi, l, 30, 110, 2000, 78
7680, C, X, lri, a, 37, 88, 1100, 22
7681, A, Y, p3, b, 40, 11, 1400, 36
7682, B, X, p2, w, 47, 88, 2000, 44
7683, A, X, p3, b, 31, 22, 100, 33
7684, A, X, psi, b, 33, 33, 500, 160
7685, C, Y, p1, a, 6, 11, 100, 13
7686, C, X, p2, w, 44, 66, 1100, 72
7687, A, X, p2, b, 18, -55, 400, 8
7688, A, Y, p1, w, 3, -22, 1100, 39
7689, B, Y, p2, b, 1, 55, 1300, 45
7690, A, Y, psi, b, 37, 11, 1800, 68
7691, A, X, p1, a, 18, 44, 500, 90
7692, B, X, p1, b, 41, 33, 1800, 108
7693, A, Y, p1, a, 50, 44, 1800, 126
7694, A, X, lri, w, 23, 99, 100, 135
7695, A, X, lri, l, 22, 33, 1900, 22
7696, C, X, p1, w, 26, 11, 400, 30
7697, B, Y, p3, w, 3, -22, 400, 77
7698, C, Y, p3, l, 31, 66, 1400, 60
7699, C, Y, p2, w, 32, -22, 1500, 28
7700, B, Y, p2, l, 19, 77, 600, 11
7701, A, Y, p1, w, 1, -11, 500, 20
7702, A, X, p2, b, 1, -33, 900, 85
7703, C, Y, p1, l, 12, 55, 1400, 120
7704, A, X, lri, b, 42, -44, 1800, 126
7705, C, X, lri, a, 22, 22, 1800, 128
7706, B, X, p3, a, 7, 22, 1700, 6
7707, A, X, lri, l, 43, -55, 1800, 30
7708, C, X, p1, b, 45, 88, 800, 90
7709, A, X, lri, l, 1, 33, 800, 20
7710, C, X, lri, l, 3, -33, 400, 150
7711, C, Y, p1, l, 23, 11, 300, 66
7712, C, X, p3, b, 6, 44, 1300, 100
7713, B, Y, p2, l, 15, 66, 200, 8
7714, B, Y, lri, l, 38, -22, 1700, 96
7715, A, Y, p2, a, 29, -22, 400, 36
7716, C, Y, lri, b, 14, 33, 1200, 136
7717, B, X, p3, w, 1, -44, 1900, 80
7718, C, X, p3, b, 13, 110, 600, 72
7719, C, X, lri, a, 26, -22, 1000, 30
7720, A, Y, psi, b, 14, -55, 600, 42
7721, C, Y, p2, w, 14, -11, 200, 24
7722, A, X, lri, b, 22, 110, 800, 38
7723, A, Y, p2, w, 17, 44, 500, 6
7724, B, Y, p3, b, 47, 55, 2000, 70
7725, A, Y, p1, w, 47, 77, 600, 56
7726, B, Y, p1, l, 30, -11, 2000, 78
7727, B, Y, psi, a, 30, -22, 900, 81
7728, B, Y, p1, l, 10, -11, 1300, 55
7729, A, Y, p1, b, 27, 33, 700, 63
7730, B, X, p3, w, 42, -44, 600, 35
7731, B, X, psi, a, 28, 0, 900, 36
7732, C, Y, p3, w, 31, 110, 1500, 11
